city,title,rent_type,district,sub_district,community,area_sqm,bedrooms,living_rooms,bathrooms,orientation,floor_level,total_floors,tags,platform,update_time,price_rmb
广州,独栋·金地草莓社区 中大店 中大南校温馨一房一厅 采光好独卫拎包入住电梯公寓 1室1厅,独栋,,,,35.0,1,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,金地草莓社区,3天前维护,2750
广州,整租·广汇尊府 5室2厅 东南/南,整租,增城,凤凰城,广汇尊府,126.0,5,2,3,东南 南,高,56,精装|随时看房,,,4900
广州,独栋·越秀星邻 南洲店 【江景网红小区】免佣 精装 滨江绿地公园旁 开间,独栋,,,,36.0,1,0,1,,,0,独栋公寓|月租|近地铁|精装|开放厨房|押一付一,越秀星邻,1个月前维护,2310-2710
广州,独栋·融寓 华工店 岗顶石牌桥珠江新城 简洁南向小单间 天河客运站 央企直租 无管理费送网络 开间,独栋,,,,20.9,1,0,1,,,0,新上|独栋公寓|月租|近地铁|精装|有阳台|押一付一,融寓,1天前维护,2196
广州,独栋·融寓 华工店 【考研党集合】助你安心学习昼夜不息 近地铁华农理工 融寓品牌公寓 免费健身区 实拍欧式朝北中单间 开间,独栋,,,,21.61,1,0,1,,,0,新上|独栋公寓|月租|近地铁|精装|有阳台|押一付一,融寓,2个月前维护,2358
广州,独栋·慕树公寓 会江地铁站店 [只租6-12月]2号线绿意洋房 正南向 配套齐全 室内停车240起 1室1厅,独栋,,,,51.0,1,1,1,,,0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房,慕树公寓,1天前维护,2330
广州,独栋·慕树公寓 会江地铁站店 【2号线会江站】双窗全屋节能电器，采光通透，安全感满满 1室1厅,独栋,,,,48.0,1,1,1,,,0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房,慕树公寓,1天前维护,2130-2239
广州,独栋·晨熙生活公寓 西场地铁站店 【限时特惠】5号线直达珠江新城！新装修！阳光大单间！无中介费 拎包入住 开间,独栋,,,,25.0,1,0,1,,,0,独栋公寓|月租|近地铁|精装,晨熙生活公寓,5天前维护,2200
广州,独栋·娅米公寓 恒远大厦店 阳光超大单间 独立阳台 可做饭 民用水电  南洲石溪双地铁 1室1厅,独栋,,,,45.0,1,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房,娅米公寓,3天前维护,2480
广州,整租·东方名都花园 4室2厅 南,整租,增城,白江,东方名都花园,107.14,4,2,2,南,中,15,自营|精装|押一付一|双卫生间|随时看房,贝壳优选,,2400
广州,独栋·如安联行公寓 科纳中心 大沙地 全新装修 超长免租 免费停车 开间,独栋,,,,35.0,1,0,1,,,0,新上|独栋公寓|月租|精装|开放厨房,如安联行公寓,1天前维护,1905
广州,整租·保利西海岸星海花园 1室1厅 东南,整租,白云,金沙洲,保利西海岸星海花园,45.58,1,1,1,东南,高,26,自营|新上|精装|押一付一|随时看房,贝壳优选,2天前维护,2800
广州,独栋·如安联行公寓 科纳中心 大沙地 首次出租 超长免租 免费停车 精装阳台大单间 开间,独栋,,,,35.0,1,0,1,,,0,新上|独栋公寓|月租|精装|开放厨房,如安联行公寓,1天前维护,1905
广州,整租·雅居乐城南源著 1室0厅 东,整租,番禺,桥南,雅居乐城南源著,45.0,1,0,1,东,中,12,自营|新上|月租|押一付一|随时看房,贝壳优选,2天前维护,1800
广州,独栋·如安联行公寓 科纳中心 大沙地 可短租 免费停车 超长免租 开间,独栋,,,,35.0,1,0,1,,,0,新上|独栋公寓|拎包入住|精装|开放厨房,如安联行公寓,1天前维护,1905
广州,整租·广工大院 2室2厅 南/北,整租,越秀,黄花岗,广工大院,68.0,2,2,1,南 北,高,6,近地铁|精装,,,4800
广州,独栋·超寓 市桥店 【南北通透】市桥小区电梯带阳台两房01精装，智能密码锁，环境优美，家电全可拎包 2室1厅,独栋,,,,76.0,2,1,1,,,0,独栋公寓|精装|有阳台|开放厨房,超寓,10天前维护,2480
广州,整租·祈福天龙苑 3室2厅 南,整租,花都,铁路西,祈福天龙苑,92.0,3,2,2,南,低,28,近地铁|精装|双卫生间|随时看房,,,2300
广州,独栋·超寓 市桥店 【南北通透】市桥小区精装隔断一房02带 智能锁 环境优 大路边全采光 1室1厅,独栋,,,,52.0,1,1,1,,,0,独栋公寓|精装|有阳台|开放厨房,超寓,今天维护,1980
广州,整租·南湖半山豪庭 3室2厅 东南,整租,白云,南湖,南湖半山豪庭,129.0,3,2,2,东南,中,17,精装|双卫生间,,5天前维护,6400
广州,独栋·龙湖冠寓 广州万博店一期 装修过渡 24小时安保 无中介 学生企业折扣 免费公区 开间,独栋,,,,45.0,1,0,1,,,0,独栋公寓|月租|拎包入住|精装|押一付一,龙湖冠寓,3天前维护,1888
广州,整租·侨建御溪谷北区 2室2厅 南,整租,增城,中新镇,侨建御溪谷北区,100.0,2,2,2,南,中,9,近地铁|精装|双卫生间,,,2800
广州,合租·线坑花园 4居室 南卧,合租,黄埔,科学城,线坑花园,7.1,4,1,1,南,高,29,新上|公寓|拎包入住|近地铁|精装|押一付一,自如,1天前维护,1218
广州,整租·星河畔月湾 3室2厅 东,整租,南沙,横沥,星河畔月湾,125.69,3,2,1,东,高,33,精装|随时看房,,,2500
广州,独栋·融寓 融寓广州东站店 品质独居小单间 近双地铁 精装修 押1可开票 开间,独栋,,,,17.79,1,0,1,,,0,独栋公寓|月租|近地铁|精装|押一付一,融寓,18天前维护,2030
广州,整租·叠溪花园 3室2厅 东南,整租,增城,朱村,叠溪花园,95.3,3,2,2,东南,中,33,精装|双卫生间,,,1500
广州,独栋·泊寓 三元里旗舰店 整租·泊寓 双地铁地铁 直达小北 近白云公园 独立厨卫 24小时安保  专人管理 开间,整租,,,,29.0,1,0,1,,,0,独栋公寓|近地铁|精装|押一付一,泊寓,15天前维护,2378-2542
广州,整租·星河畔月湾 3室2厅 东,整租,南沙,横沥,星河畔月湾,125.69,3,2,1,东,高,33,精装|随时看房,,,2500
广州,独栋·拼图家园 凤凰新村店 近沙园地铁站，河畔鲜氧复式，阳台观景 1室1厅,独栋,,,,40.0,1,1,1,,,0,独栋公寓|近地铁|精装|有阳台|开放厨房|押一付一,拼图家园,1天前维护,3000
广州,整租·保利中航城花园一期 4室2厅 南,整租,增城,朱村,保利中航城花园一期,104.0,4,2,2,南,低,27,近地铁|精装|双卫生间|随时看房,,,2000
广州,独栋·泊寓 亚运城 【3号线】海傍站!近广电计量！广检公司！押一付一！无中介！24h安保!无死角监控 开间,独栋,,,,34.0,1,0,1,,,0,独栋公寓|精装|有阳台|开放厨房|押一付一,泊寓,1个月前维护,1870
广州,整租·南北广场 1室0厅 西南,整租,海珠,宝岗,南北广场,12.0,1,0,0,西南,,31,近地铁,,,1200
广州,独栋·泊寓 亚运城 【可养猫】入住送200元搬家补贴 带健身房  家电齐全 !组团租房享500元！24h安保 1室1厅,独栋,,,,34.0,1,1,1,,,0,独栋公寓|精装|开放厨房|押一付一,泊寓,今天维护,1850
广州,独栋·YOU+社区 棠下优家旗舰店 周年尖叫价1680·棠下&棠东双地铁·公积金租房·性价比之王！ 开间,独栋,,,,25.0,1,0,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房|押一付一,YOU+社区,4天前维护,2180
广州,独栋·金地草莓社区 中大店 特价秒杀地铁房 中大附近单间 近西北门 步行3min到中大南校 可煮饭 拎包入住 无中介 开间,独栋,,,,28.0,1,0,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,金地草莓社区,6天前维护,1780
广州,独栋·融寓 华工店 长租85折！短租1个月起 南向无阳台小单间 家电家具齐全 安静舒适 开间,独栋,,,,17.0,1,0,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,融寓,1天前维护,2250-2320
广州,独栋·融寓 华工店 限时85折 3/6号线天河客运站 带阳台精致朝北大开间 免费健身房 开间,独栋,,,,25.0,1,0,1,,,0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,融寓,27天前维护,2600-2700
广州,独栋·贝壳海盐公寓 知识城旗舰店 押一付一 单间公寓 无中介费 开间,独栋,,,,20.0,1,0,1,,,0,独栋公寓|月租|近地铁|精装|开放厨房|押一付一,贝壳海盐公寓,1个月前维护,1846-1858
广州,独栋·贝壳海盐公寓 知识城旗舰店 年底过渡好房，可短租押一付一 开间,独栋,,,,22.0,1,0,1,,,0,独栋公寓|月租|近地铁|精装|开放厨房|押一付一,贝壳海盐公寓,29天前维护,2000
广州,整租·万科云城米酷 1室0厅 北,整租,天河,智慧城,万科云城米酷,18.0,1,0,1,北,中,17,自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,1200
广州,独栋·超寓 市桥店 市桥 全采光 带大露台 美食一条街 可养宠物 拎包入住 精装复式一房一厅05 1室1厅,独栋,,,,76.0,1,1,1,,,0,独栋公寓|精装|有阳台|开放厨房,超寓,今天维护,1880
广州,整租·保利金融大都汇 1室1厅 南,整租,天河,金融城,保利金融大都汇,62.42,1,1,1,南,中,39,自营|新上|近地铁|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,3300
广州,独栋·超寓 市桥店 市桥小区精装电梯复式一房05带露台全采光 美食一条街 可养宠物 拎包入住 1室1厅,独栋,,,,76.0,1,1,1,,,0,独栋公寓|精装|有阳台|开放厨房,超寓,今天维护,1880
广州,整租·高德公馆 1室1厅 北,整租,天河,珠江新城中,高德公馆,64.1,1,1,1,北,中,38,自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,5999
广州,独栋·龙湖冠寓 广州万博店一期 外国人可办理登记！  品质大单间  近四海城 万达广场 开间,独栋,,,,40.0,1,0,1,,,0,独栋公寓|月租|拎包入住|精装|押一付一,龙湖冠寓,3天前维护,1988-2117
广州,整租·东方白云花园 3室2厅 北,整租,番禺,市桥北,东方白云花园,103.0,3,2,2,北,中,17,双卫生间|随时看房,,1天前维护,3300
广州,独栋·如安联行公寓 科纳中心 大沙地 全新采光大单间 首次出租 免费停车 超长免租 开间,独栋,,,,35.0,1,0,1,,,0,新上|独栋公寓|月租|拎包入住|精装|开放厨房,如安联行公寓,1天前维护,1905
广州,整租·文冲新村一、二期 2室2厅 南/北,整租,黄埔,文冲,文冲新村一、二期,68.0,2,2,1,南 北,低,33,近地铁|精装,,1天前维护,3200
广州,独栋·如安联行公寓 科纳中心 大沙地 免费停车 超大单间 可短租阳光大单间 开间,独栋,,,,35.0,1,0,1,,,0,新上|独栋公寓|月租|精装|开放厨房,如安联行公寓,1天前维护,1905
广州,整租·六运小区 1室0厅 南,整租,天河,天河南,六运小区,30.0,1,0,1,南,中,8,近地铁|精装|随时看房,,,2600
广州,独栋·金地草莓社区 草莓社区三元里店 春节特惠 入住即免租！名额有限 拎包入住电梯房 机场路直租 开间,独栋,,,,25.0,1,0,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|押一付一,金地草莓社区,4天前维护,1223
广州,整租·中诚璟泷湾 3室2厅 北,整租,花都,秀全街,中诚璟泷湾,97.0,3,2,2,北,高,32,精装|双卫生间|随时看房,,5天前维护,2000
广州,独栋·泊寓 亚运城 【押一付一】可养猫 无中介 24h安保！地下停车场！拼团领500优惠券！带健身房！ 1室1厅,独栋,,,,34.0,1,1,1,,,0,独栋公寓|精装|开放厨房|押一付一,泊寓,今天维护,1900
广州,整租·万松园 2室1厅 南,整租,海珠,前进路,万松园,89.0,2,1,1,南,低,12,近地铁|精装,,,4800
广州,独栋·泊寓 亚运城 【可养猫】长租85折起  组团享500元 入住送200元搬家补贴  24h安保  带健身房 1室1厅,独栋,,,,30.0,1,1,1,,,0,独栋公寓|精装|开放厨房|押一付一,泊寓,2天前维护,1850
广州,整租·纸行路 1室1厅 南,整租,越秀,西门口,纸行路,26.0,1,1,1,南,低,8,近地铁|随时看房,,2天前维护,2000
广州,独栋·泊寓 亚运城 【广电计量员工公寓】全新家电 人脸门禁 入住送200元搬家补贴！停车费200每月！无中介！押一付一！ 1室1厅,独栋,,,,36.0,1,1,1,,,0,独栋公寓|月租|精装|开放厨房|押一付一,泊寓,2天前维护,2080
广州,整租·侨怡苑 3室2厅 西南,整租,天河,体育中心,侨怡苑,87.0,3,2,1,西南,中,7,近地铁|精装|随时看房,,,5000
广州,独栋·龙湖冠寓 广州科学城店 【1月特价房】仅2席，速抢勿失！ 大落地窗看公园 无遮挡  押一付一 精装修 拎包入住 开间,独栋,,,,30.0,1,0,1,,,0,独栋公寓|月租|拎包入住|精装|押一付一,龙湖冠寓,5天前维护,1680-1799
广州,整租·棠雅苑 1室1厅 南,整租,天河,华景新城,棠雅苑,51.1,1,1,1,南,低,9,随时看房,,2天前维护,2500
广州,独栋·窝趣轻社区 新都荟店 民水民电·可短租特价大单间带大阳台 开间,独栋,,,,42.0,1,0,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房|押一付一,窝趣轻社区,1天前维护,2500-2580
广州,整租·邦华星际广场一期 2室1厅 东南,整租,荔湾,龙溪,邦华星际广场一期,50.0,2,1,2,东南,高,22,双卫生间,链家,2天前维护,2700
广州,独栋·超寓 奥园城市天地店 长隆小区奥园精装一房带阳台拎包入住全新家电 1室1厅,独栋,,,,56.0,1,1,1,,,0,独栋公寓|近地铁|精装|有阳台|开放厨房,超寓,15天前维护,2880
广州,独栋·超寓 市桥店 市桥 全采光 带大露台 美食一条街 可养宠物 拎包入住 精装复式一房一厅03 1室1厅,独栋,,,,76.0,1,1,1,,,0,独栋公寓|精装|有阳台|开放厨房,超寓,10天前维护,2080
广州,独栋·超寓 市桥店 【全新装修】市桥小区精装一房一厅02，实拍，智能锁，视野阔环境美 1室1厅,独栋,,,,56.0,1,1,1,,,0,独栋公寓|精装|开放厨房,超寓,2个月前维护,1980
广州,独栋·超寓 市桥店 市桥 全采光 带阳台 美食一条街 可养宠物 拎包入住 精装平层两房701 2室1厅,独栋,,,,76.0,2,1,1,,,0,独栋公寓|精装|有阳台|开放厨房,超寓,10天前维护,2480
广州,独栋·龙湖冠寓 广州万博店一期 欢聚bigo希音 押一付一  拎包入住品质租房 开间,独栋,,,,40.0,1,0,1,,,0,独栋公寓|月租|精装|押一付一,龙湖冠寓,3天前维护,2121-2482
广州,独栋·龙湖冠寓 广州万博店一期 短租3个月特惠 希音、欢聚bigo 企业折上折 押一付一 开间,独栋,,,,45.0,1,0,1,,,0,独栋公寓|月租|拎包入住|精装|押一付一,龙湖冠寓,1个月前维护,2189
广州,独栋·龙湖冠寓 广州科学城店 可短租  限时短租优惠 双地铁 绿地中央广场 押一付一 0中介费 管家服务 楼下自带商圈 开间,独栋,,,,30.48,1,0,1,,,0,独栋公寓|月租|精装|有阳台|开放厨房|押一付一,龙湖冠寓,9天前维护,1750-1800
广州,整租·中海花湾壹号C区 1室1厅 东南,整租,荔湾,广钢新城,中海花湾壹号C区,49.0,1,1,1,东南,高,63,自营|新上|近地铁|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,2800
广州,独栋·龙湖冠寓 广州万博店一期 【希音】，【bigo】 欢聚员工，三七互娱企业折扣 无中介 家具齐全 拎包入住 开间,独栋,,,,45.0,1,0,1,,,0,独栋公寓|月租|拎包入住|精装|押一付一,龙湖冠寓,2个月前维护,2037
广州,整租·保利金融大都汇 1室1厅 南,整租,天河,金融城,保利金融大都汇,52.61,1,1,1,南,中,39,自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,3300
广州,独栋·龙湖冠寓 广州万博店一期 希音，yy，bigo 三七互娱 企业品牌公寓安心住  特惠阳光单间 精装修拎包入住 开间,独栋,,,,40.0,1,0,1,,,0,独栋公寓|月租|精装|押一付一,龙湖冠寓,2个月前维护,2269
广州,整租·尚上名筑一区 3室2厅 南/北,整租,番禺,亚运城,尚上名筑一区,116.6,3,2,2,南 北,中,23,自营|新上|精装|押一付一|双卫生间|随时看房|首次出租,贝壳优选,今天维护,2800
广州,独栋·龙湖冠寓 广州万博店一期 短租客户首选！ 24小时安保 干净整洁 独栋公寓直租 阳光单间 开间,独栋,,,,45.0,1,0,1,,,0,独栋公寓|月租|拎包入住|精装|押一付一,龙湖冠寓,2个月前维护,2100-2188
广州,整租·龙苑大厦 3室1厅 北,整租,天河,龙口西,龙苑大厦,77.18,3,1,1,北,低,21,近地铁,链家,,4400
广州,独栋·龙湖冠寓 广州科学城店 可短租  限时短租优惠 双地铁 绿地中央广场 押一付一 0中介费 管家服务 楼下自带商圈 开间,独栋,,,,30.48,1,0,1,,,0,独栋公寓|月租|精装|有阳台|开放厨房|押一付一,龙湖冠寓,9天前维护,1750-1800
广州,整租·金地荔湖城水立坊 1室1厅 东南/南,整租,增城,永宁,金地荔湖城水立坊,47.48,1,1,1,东南 南,中,33,精装|随时看房,,,1000
广州,独栋·龙湖冠寓 广州科学城店 旅游过冬出差首选 云升园区 科学城地铁站 企客优惠 可开专票 1室1厅,独栋,,,,30.0,1,1,1,,,0,独栋公寓|月租|拎包入住|精装|有阳台|开放厨房|押一付一,龙湖冠寓,今天维护,1749
广州,合租·水荫四横路 3居室 东南卧,合租,天河,水荫,水荫四横路,30.0,3,1,1,东南,中,8,近地铁|随时看房,,,2400
广州,独栋·龙湖冠寓 广州科学城店 【高层落地窗】可短租1个月 可开票!云升科技园！下楼即商圈公园 科学城站旁 长租优惠！免费健身房！ 开间,独栋,,,,30.0,1,0,1,,,0,独栋公寓|月租|拎包入住|精装|押一付一,龙湖冠寓,今天维护,1870
广州,整租·中冶·逸璟台 5室2厅 复式 南,整租,黄埔,科学城,中冶·逸璟台,155.0,5,2,3,南,中,4,近地铁|精装,,,9800
广州,独栋·寓见里 东圃店 【地铁4号线车陂站】入住前免费全屋保洁/0中介费 押1付1（D区） 1室1厅,独栋,,,,38.0,1,1,1,,,0,独栋公寓|月租|精装|有阳台|开放厨房|押一付一,寓见里,1个月前维护,2880-3380
广州,整租·逸泉韵翠花园 4室2厅 南/北,整租,花都,北兴镇,逸泉韵翠花园,141.0,4,2,2,南 北,低,9,精装|双卫生间|随时看房,,,2500
广州,独栋·城家公寓 城家公寓广州番禺节能科技园店 无中介费！独厨独卫！【24H安保系统】免费超大公区！ 1室1厅,独栋,,,,55.0,1,1,1,,,0,独栋公寓|月租|精装|开放厨房|押一付一,城家公寓,1个月前维护,2880-2990
广州,整租·阳光城悦然府 3室2厅 南,整租,南沙,进港大道,阳光城悦然府,87.0,3,2,1,南,中,33,精装,,,2400
广州,独栋·百合社区 江南西1店 近江南西步梯阳光一房！不走巷子，可短租 1室1厅,独栋,,,,23.0,1,1,1,,,0,独栋公寓|月租|近地铁|精装|开放厨房|押一付一,百合社区,1个月前维护,1600
广州,整租·奥园莲峰圣境 4室2厅 南,整租,番禺,莲花山,奥园莲峰圣境,214.0,4,2,3,南,中,19,精装|随时看房,,,4500
广州,独栋·保利和寓 大源店 新店高层公寓楼 豪华装修 家电齐全 可3个月起租 开间,独栋,,,,32.0,1,0,1,,,0,独栋公寓|精装|开放厨房|押一付一,保利和寓,9天前维护,1200
广州,整租·锦绣银湾 1室0厅 南/北,整租,番禺,大石,锦绣银湾,12.0,1,0,0,南 北,,28,精装,,,800
广州,独栋·华仔国际公寓 科学城钻石店 （不短租）全景小区暖心阳台太阳单间爱了吗 1室1厅,独栋,,,,30.0,1,1,1,,,0,独栋公寓|拎包入住|精装|有阳台|开放厨房,华仔国际公寓,1天前维护,1510-1600
广州,整租·智联花园 2室2厅 南,整租,番禺,莲花山,智联花园,75.0,2,2,1,南,低,33,精装,,1天前维护,2600
广州,独栋·优居 设计之都V1店 不短租小区公寓一房一厅不短租 直租好停车可养宠物 1室1厅,独栋,,,,50.0,1,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房,优居,4个月前维护,2300
广州,独栋·百合白领公寓 大石建华汇店 房东直租 半年起租 民电 实图实价 电梯全采光精致 复式大单间  商业中心旁 1室1厅,独栋,,,,39.0,1,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,百合白领公寓,2天前维护,999-1380
广州,独栋·百合白领公寓 万民城店 打工人&毕业党看过来！大石地铁站天花板公寓来袭 阳光通透，直接拎包就能入住！ 1室1厅,独栋,,,,38.0,1,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,百合白领公寓,8天前维护,1300
广州,独栋·优居 汉溪长隆店 不短租保利大都汇押一付一小区一房民水电 1室1厅,独栋,,,,60.0,1,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房,优居,6个月前维护,3450
广州,独栋·华域美趣公寓 华域岭居店 地铁上盖：精装修阳台大单间【民水电】拎包入住 开间,独栋,,,,40.0,1,0,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房|押一付一,华域美趣公寓,4天前维护,2400
广州,独栋·木棉公寓· 木棉二店 近海珠后滘，温馨舒适loft，可短租，押一付一，年底特惠 1室1厅,独栋,,,,19.0,1,1,1,,,0,独栋公寓|月租|精装|开放厨房|押一付一,木棉公寓·,今天维护,1400
广州,独栋·微社区 赤岗店 全新精装小复式LOFT 1室1厅,独栋,,,,15.0,1,1,1,,,0,独栋公寓|月租|精装|开放厨房,微社区,5天前维护,1100
广州,整租·中建天河精诚壹号 3室2厅 南/西南,整租,天河,岑村,中建天河精诚壹号,77.0,3,2,2,南 西南,中,13,自营|新上|精装|押一付一|双卫生间|随时看房|首次出租,贝壳优选,今天维护,4700
广州,独栋·保利和寓 智慧城店 学生党   必看好房   落地大玻璃窗 阳光满屋 可做饭 带WIFI  无中介费  保利天汇小区环境 1室1厅,独栋,,,,31.0,1,1,1,,,0,独栋公寓|近地铁|精装|有阳台|开放厨房|押一付一,保利和寓,14天前维护,1400
广州,整租·保利花园 3室2厅 东北,整租,海珠,工业大道中,保利花园,88.01,3,2,2,东北,低,11,自营|新上|近地铁|精装|押一付一|双卫生间|随时看房|首次出租,贝壳优选,今天维护,4800
广州,整租·亚太新城亚太银座二期 3室2厅 南,整租,增城,新塘北,亚太新城亚太银座二期,119.01,3,2,1,南,高,17,自营|新上|近地铁|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,2600
广州,整租·亚运城天誉 4室2厅 西南,整租,番禺,亚运城,亚运城天誉,185.36,4,2,2,西南,高,55,自营|新上|精装|押一付一|双卫生间|随时看房,贝壳优选,今天维护,4700
广州,整租·汇峰苑 1室1厅 北,整租,天河,珠江新城中,汇峰苑,51.71,1,1,1,北,高,43,自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,6000
广州,整租·景安花园 4室2厅 南,整租,天河,东圃,景安花园,200.0,4,2,3,南,低,17,近地铁|精装|随时看房,,,5500
广州,合租·荔湾新天地 2居室 东南卧,合租,荔湾,广钢新城,荔湾新天地,30.0,2,2,2,东南,中,26,自营|新上|近地铁|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,2000
广州,整租·保利越鸿都会广场 1室1厅 南,整租,南沙,金洲,保利越鸿都会广场,34.0,1,1,1,南,低,28,精装,,2天前维护,1185
广州,整租·中交汇通中心 1室1厅 北,整租,南沙,明珠湾,中交汇通中心,48.2,1,1,1,北,低,30,自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,1350
广州,整租·富力东堤湾 2室1厅 东,整租,越秀,杨箕,富力东堤湾,84.0,2,1,1,东,低,29,近地铁|精装,,1天前维护,6500
